BusStationName,Latitude,Longitude
"New Horizon School,INDIRA NAGARA,BESIDE METHODIST CHURCH",12.968392,77.641483
"Doopanahalli,DOMLURU,BESIDE 17TH MAIN BAJAJ MOTORS",12.963252,77.641748
"New Bridge,DOMLURU,BESIDE EMBESSY GROUP",12.951181,77.639706
"Girinagara Extention,BESIDE KAVYA DIGITAL STUDIO",12.941119,77.53977
"Girinagara Circle,GIRINAGARA,OPPOSITE OF N.D.R.R.COMPLEX",12.940944,77.545124
"Girinagar Cross,AVALAHALLI BDA,BESIDE LG SHOW ROOM",12.943068,77.544502
"Muneshwara Block,MUNESHWARA BLOCK,BESIDE PRABHU BHAVAN SWEETS",12.942253,77.548456
"Nagendra Block,BANASHANKARI 3RD STAGE NAGENDRA BLOCK",12.94189,77.55326
"Apex Bank,BANASHANKARI 1ST STAGE HANUMANTHA NAGARA,BESIDE PLANTS SHOW  ROOM",12.94178,77.55587
"Maruthi Circle,HANUMANTHA NAGARA,OPPOSITE OF GANESHA TEMPLE, CHAMARAJA PETE",12.943472,77.558487
Sri Krishna Traders,12.943535,77.562101
"Hanumantha Nagara Ward Office,HANUMANTHA NAGARA,OPPOSITE OF AXIS BANK & HDFC BANK ATM",12.944034,77.564192
"Syndicate Bank,HANUMANTHA NAGARA,IN FRONT OF AMRIN BEDDING HOUSE",12.946514,77.564181
"8th Mile T Dasarahalli,8TH MILE,BESIDE A.K.SCOOTER WORKS",13.045537,77.505555
"Rukmini nagara,RUKMINI NAGARA,BESIDE OPEN AREA",13.040868,77.504875
"Nagasandra Cross,NAGASANDRA CROSS,BESIDE SRIDEVI ENTERPRISES",13.038617,77.50455
"Om timber,H.M.T.LAYOUT CROSS,BESIDE S.S.M. PUBLIC SCHOOL",13.033601,77.504136
"Nelagedaranahalli,NELAGADARAHALLI,BESIDE MANJU DELUXE BAR & RESTAURANT",13.031499,77.503546
"Gruhalaxmi layout,GRUHALAKSHMI LAYOUT,BESIDE B.B.M.P. OFFICE",13.02899,77.49792
"Karihobanahalli Cross,KARIHOBANAHALLI,BESIDE RESIDENTIAL AREA",13.024845,77.486395
"Thigalara Palya,THIGALARAPALYA,BESIDE RESIDENTIAL AREA",13.016685,77.483231
"Syndicate bank Colony Andrahalli,SYNDICATE BANK LAYOUT,BESIDE OPEN AREA",12.998066,77.489411
"Layout Herohalli,VENKATESHWARA LAYOUT,BESIDE PAVITHRA STORES",12.993282,77.488611
"Thunga Nagara,TUNGA NAGARA,BESIDE SNEHA TELECOMMUNICATIONS",12.991819,77.485199
Byadarahalli,12.985032,77.48201
Srinivasapura,12.989987,77.654918
"CGHS,C.V.RAMAN NAGARA,OPPOSITE OF THE AERONAUTICAL SOCIETY OF INDIA",12.986373,77.648151
"CV Raman Nagara,C.V.RAMAN NAGARA,IN FRONT OF HAL ENGINE DIVISION",12.983677,77.649421
"Banashankari 3rd Stage 2nd Phase,BESIDE HOSAKEREHALLI VIDYA NAGARA NEW BUS STAND",12.934151,77.539868
Seetha Cricle,12.93733,77.54907
"Bank Colony,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,IN FRONT OF SULABH SHOWCHALAYA",12.938603,77.553544
"Srinivasa Nagara,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,OPPOSITE OF BANK OF BARODA",12.938263,77.556526
"Abbigere Village,ABBIGERE,BESIDE PANCHAMUKHA GANAPATHI TEMPLE",13.076781,77.525956
Abbigere,13.072527,77.523624
"Abbigere Dinne,ABBIGERE,BESIDE SRI GANESH FAST FOOD",13.071177,77.527769
"Abbigere Cross,ABBIGERE CROSS,BESIDE OPEN AREA",13.070792,77.529561
"Kammagondanahalli Temple,KAMMAGONDANAHALLI,BESIDE POOJA JEWELLERS & BANKERS",13.063741,77.530655
"SRS Mathikere,KAMMAGONDANAHALLI,BESIDE SRI VENKATESHWARA RICE TRADERS",13.06094,77.531254
"KG Halli Post Office,KAMMAGONDANAHALLI,BESIDE LINO FOOT WEAR",13.056834,77.532736
"KG Halli Bridge,K.G.HALLI,BESIDE SALEEM STORES",13.055044,77.534697
"Jalahalli West,INDIAN AIR FORCE JALAHALLI,OPPOSITE OF NO.1 SNCOS MESS",13.052961,77.530272
"Shetty Halli Cross,INDIAN AIR FORCE JALAHALLI,NEAR & OPPOSITE OF STATE BANK OF INDIA ATM",13.05006,77.52549
"Jalahalli Cross Ayyappa Temple,JALAHALLI WEST,IN FRONT OF AYYAPPA TEMPLE",13.046352,77.522388
"Jalahalli Cross,PEENYA INDUSTRIAL AREA,OPPOSITE OF INDIAN BANK",13.03845,77.518322
"System Jalahalli Cross,PEENYA INDUSTRIAL AREA,IN FRONT OF NEW TIMBER INDUSTRY",13.034975,77.518053
"TVS Cross Peenya 2nd Stage,PEENYA INDUSTRIAL AREA,OPPOSITE OF SRI DHARMASTALA UPAHAR HOTEL",13.028159,77.518979
"Rolling Mill,PEENYA INDUSTRIAL AREA,IN FRONT OF HITZE EQUIPMENTS PVT LTD",13.026566,77.514923
"NTTF,N.T.T.F.CROSS,OPPOSITE OF INDIAN BANK",13.024287,77.510828
"Brundavana Peenya 2nd Stage,PEENYA INDUSTRIAL AREA 2ND STAGE,OPPOSITE OF INDIAN BANK",13.020451,77.508245
"Peenya 2nd stage 14th Cross,PEENYA INDUSTRIAL AREA 2ND STAGE,OPPOSITE OF PEENYA GYMKHANA",13.016319,77.505962
"Rajagopalanagar Rajni Farms,PEENYA INDUSTRIAL AREA 2ND STAGE,BESIDE CANARA BANK ATM",13.013822,77.508919
Nelamangala,13.097812,77.394354
TB Stop Nelamangla Road,13.097274,77.401343
Weavers Colony Nelamangala,13.094276,77.405434
Nursery,13.090295,77.409241
Binnamangala,13.087475,77.412542
Arishinakunte,13.080295,77.424022
Devanna Palya,13.07793,77.430719
Dasanapura,13.075384,77.436401
Adakamaranahalli,13.070708,77.444904
Makali,13.065796,77.45366
Madanayakanahalli,13.061258,77.461307
TCI Tumkur Road,13.059097,77.465966
Madavara,13.056733,77.474723
Anchepalya Nelamangla Road,13.055258,77.479855
Jindal,13.053998,77.483298
Chikka Bidarakallu,13.052484,77.487408
Morision Factory,13.050781,77.492178
Widia School Tumkur Road,13.049104,77.496842
Deepak,13.047303,77.501702
8th Mile T Dasarahalli,13.045226,77.508359
"Srinagara,Hanuman temple",12.944134,77.554291
"Byatarayana Pura,BYATARAYANAPURA,BESIDE GOVERNMENT SCHOOL",13.067168,77.593482
SBM ATM,13.06654,77.59607
"Amrutahalli,AMRUTHAHALLI,BESIDE S.L.J. IYENGAR BAKERY & SWEETS",13.065735,77.600713
Jakkur Layout,13.0695,77.60158
"18th Cross Srirampura,AMRUTHAHALLI,BESIDE APARTMENTS",13.068806,77.603539
"Srirampura Cross,JAKKURU,BESIDE MAHATMA GANDHI INSTITUTE OF RURAL ENERGY & DEVELOPMENT",13.066669,77.609675
"Srirampura,SRIRAMPURA,BESIDE MESTRIPALYA LAKE",13.065824,77.620139
"Mestripalya,MESTRIPALYA,IN FRONT OF CHURCH",13.061313,77.620413
"Rachenahalli Hegde Nagar,RACHENAHALLI,OPPOSITE OF DR.B.R.AMBEDKAR  YUVKAR SANGHA",13.058161,77.6236
"Tanisandra,THANISANDRA,OPPOSITE OF IYENGAR BAKERY",13.056014,77.632367
Ashwathanagara Nagawara,13.052489,77.631313
Sarai Palya Nagawar,13.047249,77.628595
NAGAVARA JUNCTION,13.040508,77.624556
"Hebbala Bridge,HEBBALA,BESIDE LAKE",13.043679,77.590506
"Military Dairy Farm,BESIDE MILITARY COMPOUND",13.04948,77.592621
"Amrutahalli,AMRUTHAHALLI,BESIDE AMRUTH CLINIC",13.065638,77.600768
"Byatarayana Pura,BYATARAYANAPURA,BESIDE B.B.M.P PUBLIC SERVICE CENTER",13.067267,77.593593
"Hebbala,HEBBALA,BESIDE LAKE",13.043014,77.590097
Yelahanka Satelite Town 5th Phase,13.105968,77.572517
Yelahanka Bakery,13.107081,77.575863
Government School,13.103304,77.576827
Mother Dairy,13.0994,77.57693
Yelahanka Satellite Town,13.09586,77.57913
Chikka Bommasandra,13.09422,77.58269
Sharavathi Hotel,13.09759,77.58419
Sheshadripuram College,13.099711,77.588641
Yelahanaka NES Office,13.097787,77.591781
Yelahanka Police Station,13.094034,77.59439
Allalasandra Gate Yalahanka,13.086687,77.593872
Aerodrum Devanahalli Road,13.07687,77.593
GKVK,13.07278,77.59274
Byatarayana Pura,13.06658,77.59335
Kodigehalli,13.056796,77.593645
"Military Dairy Farm,BESIDE ESTEEM MALL",13.049735,77.592964
Hebbal,13.038978,77.589648
"ISRO Layout,ISRO LAYOUT,NEAR BY BHARATHIYA STATE BANK",12.898807,77.558137
"Kumaraswamy Layout,KUMARA SWAMY LAYOUT,BESIDE BMTC MAIN BUS STAND",12.902933,77.561778
"Kumaraswamy Layout Police Station,KUMARA SWAMY LAYOUT,IN FRONT OF IIFL",12.905622,77.562869
"Dayananda Sagar College,KUMARASWAMY AYOUT 2ND STAGE,IN FRONT OF RAMADEVA STATIONERIES",12.909564,77.565253
Domlur,12.961111,77.638175
KODIHALLI,12.960064,77.647236
Manipal Hospital,12.959689,77.650721
"Murgeshpalya,Opp.Sir MV COLLAGE",12.959278,77.658056
Rajeshwari Talkies,12.959318,77.660352
HAL Main Gate,12.958289,77.667926
"BEML Gate,HAL 3RD STAGE,OPPOSITE OF BEML FINE ARTS CLUB",12.971639,77.658297
"GTRE,HAL 3RD STAGE,OPPOSITE OF BEML LIMITED BANGALORE COMPLEX",12.975812,77.655513
GTRE,12.983644,77.649161
"NGEF Ground,SADANANDA NAGARA,IN FRONT OF N.G.E.F.FACTORY",12.991936,77.651788
"Sadananda Nagara,SADANANDA NAGARA,IN FRONT OF DOOR NO 188",12.99441,77.658027
"Kasthurinagara,KASTURI NAGARA,OPPOSITE OF KASTURI BAKERY",13.002731,77.661035
"Jn Of Ring Road Channasandra,RAMAMURTHI NAGARA,BESIDE RAILWAY BRIDGE",13.013223,77.662785
"Ramamurthinagar Police Station,RAMAMURTHI NAGARA,IN FRONT OF POLICE STATION",13.01209,77.667796
"Alada Mara Ramamurthy Nagar,RAMAMURTHI NAGARA,OPPOSITE OF HI-FASHION FAMILY STOP",13.011535,77.676941
"Church RM Nagar,RAMAMURTHI NAGARA,IN FRONT OF VISMAYA ENTERPRISES",13.011762,77.678797
"ITI Circle,DOORAVANI NAGARA,IN FRONT OF VIJAYALAKSHMI ENTERPRISES",13.008053,77.683226
"ITI Gate,DOORAVANI NAGARA,BESIDE ITI QUARTERS",13.005524,77.684674
"JP Nagara 3rd Phase,JP NAGARA 3RD PHASE,BESIDE H.D.F.C.BANK",12.907015,77.600213
"Jn of 8th Main and 3rd Cross,JP NAGARA 2ND PHASE,BESIDE D.T.D.C.",12.907545,77.595011
"Milk Booth,JP NAGARA 2ND PHASE,BESIDE NANDINI PARLOUR",12.909855,77.595098
Ramakrishna Hegde Nagara,13.072202,77.633761
Narayanapura Cross,13.06782,77.633696
Tanisandra,13.056246,77.633004
"Kempegowda Bus Station,MAJESTIC,BESIDE AMAR HOTEL",12.978678,77.573219
Cottonpet Hospital,12.962238,77.569156
"Royan Circle,CHAMARAJA PETE,CHURCH OPEN SPACE, OPPOSITE BHARATH PETROL BUNK",12.96117,77.568859
"Chamarajapete,CHAMARAJA PETE,IN FRONT OF MANAPURAM GOLD",12.956105,77.567517
"Bangalore High School,SHANKARAPURAM,IN FRONT OF MARATHA HOSTEL",12.953393,77.567628
"Ramakrishna Ashrama,BASAVANAGUDI,OPPOSITE INDUS BANK",12.946799,77.567833
"Hanumantha Nagara Ward Office,HANUMANTHA NAGARA,BESIDE NAGINI CREDIT CO-OPERATIVE SOCIETY",12.943247,77.565866
"Subramanya temple,HANUMANTHA NAGARA,IN FRONT OF CAUVERY FURNITURE SHOWROOM",12.94163,77.562019
"Nirmala Stores,HANUMANTHA NAGARA,OPPOSITE OF SANGEETHA MEDICALS",12.941532,77.559671
"Bidadi,BIDADI,BESIDE BIDADI B.M.T.C. MAIN BUS STAND",12.797384,77.384776
"Railway Station Bidadi,BIDADI,IN FRONT OF RAILWAY STATION",12.799776,77.390827
"Byramangala Cross,BIDADI,IN FRONT OF PARVATHI ENTERPRISES",12.802154,77.397902
MEDANAHALLI,12.789175,77.398544
BAIRAVANA DODDY,12.786341,77.399921
COCO COLA,12.781249,77.403972
Innovative Film city,12.779639,77.405029
Abbanakuppe,12.773901,77.409659
DEPOT-36,12.769248,77.413332
Byramangala Lake,12.77609,77.42027
Kiabd 2nd Phase,12.79544,77.4234
"Eagleton Gate,IN FRONT OF EAGLETON RESORTS",12.810702,77.416025
Kadumane Hotel,12.815,77.40724
"Billakempana Halli,BILLA KEMPANAHALLI,OPPOSITE OF RAILWAY GATE",12.812066,77.404038
"Byramangala Cross,BIDADI,OPPOSITE OF TYAGARAJU CENTRAL SCHOOL",12.803507,77.398463
"Railway Station Bidadi,BIDADI,OPPOSITE OF RAILWAY STATION",12.799473,77.390726
"Bidadi,BIDADI,IN FRONT OF GOVERNMENT HOSPITAL",12.796598,77.384527
Bagaluru,13.134471,77.667821
Chocolate,13.122326,77.66836
Hosur Bande,13.106071,77.660868
Kannuru,13.092901,77.654537
Ambedkar Bhavana,13.064661,77.651924
Kothnuru Bagalur Road,13.061567,77.648922
Byrathi Cross,13.056926,77.648268
"Padmanabha Nagara,PADMANABHA NAGARA,OPPOSITE OF STATE BANK OF INDIA",12.917615,77.559691
"Devegowda Petrol Bunk,BANASHANKARI 3RD STAGE,BESIDE BIG MEGA MART",12.922821,77.560247
"Kempegowda Medical  Hospital,BANASHANKARI 3RD STAGE,OPPOSITE OF KEMPEGOWDA MEDICAL COLLEGE",12.926924,77.561387
"Indira Nursing Home Tyagarajanagar,BANASHANKARI 2ND STAGE,BESIDE INDIRA NURSING HOME",12.929265,77.564133
"Post Office,BANASHANKARI, 2ND STAGE,OPPOSITE POST OFFICE, BANASHANKARI, 2ND STAGE",12.926334,77.569878
"Monotype,BANASHANKARI, 2ND STAGE,OPPOSITE OF THALAM AL-TIUS",12.921774,77.570582
"Hunase Mara Banashankari,BANASHANKARI 2ND STAGE,INFRONT OF BRIGADE SOFTWARE PARK",12.921023,77.573318
Deepak Nursing Home,12.926572,77.576943
Yediyur,12.93032,77.576297
Nanda Talkies,12.932336,77.580048
"Vijaya College,BASAVANAGUDI,OPPOSITE OF INFORMATICS",12.939051,77.579934
"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399,77.579964
"Lalbagh West Gate,V.V.PURAM,BESIDE HDFC BANK",12.949526,77.579896
"Minarva Circle,V.V.PURAM",12.953674,77.579882
"Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE",12.963541,77.585004
"Corporation,CORPORATION,IN FRONT OF BANAPPA PARK",12.968528,77.586469
"Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB",12.972108,77.582488
"Kadirenahalli Park,BANASHANKRI 2ND STAGE KAVERI NAGARA,BESIDE SRINIVASA STEEL & CEMENT TRADERS",12.917658,77.564333
Shanthi Nagara Bus Station,12.954794,77.592559
Double Road Shanthinagar,12.958441,77.593011
"Kumaraswamy Layout 2nd Stage,KUMARASWAMY LAYOUT 2ND STAGE,IN FRONT OF KEMPEGOWDA GOVT.HIGHER PRIMARY SCHOOL",12.905881,77.558019
"Water tank kumaraswamy layout,KUMARASWAMY AYOUT 2ND STAGE,OPPOSITE OF S.S.CONDIMENTS & BANAKARAS DIGITAL STUDIOS",12.908534,77.561659
"Padmanabha Nagara Rock,PADMANABHA NAGARA,IN FRONT OF B.B.M.P.WARD OFFICE, PADMANABHA NAGARA",12.918547,77.557402
Padmanabhanagara Circle,12.91696,77.55939
"Kadirenahalli Park,BANASHANKRI 2ND STAGE KAVERI NAGARA,BESIDE HANUMAN MANDIR",12.917669,77.564523
"Chennamma kere Achukattu,BANASHANKARI 3RD STAGE,MAIN STAND",12.928336,77.556704
"Chennamma kere Achukattu park,BANASHANKARI 3RD STAGE,OPPOSITE OF KARNATAKA BAR",12.926181,77.553551
"Kamakya Talkies,BANASHANKARI 3RD STAGE,IN FRONT OF BMTC DEPOT-13",12.923769,77.5541
"Jaraganahalli House Building Co-Op-Society Layout,J.H.B.C.S.COLONY,IN FRONT OF PARK VIEW DEPARTMENTAL STORES",12.911116,77.564461
"JHBCS Cross,J.H.B.C.S.COLONY,IN FRONT OF JARAGANAHALLI HOUSING SOCIETY LTD",12.912998,77.564794
"AGS Layout,A.G.S. LAYOUT,NEAR B.M.T.C. BUS STAND",12.912314,77.53713
"AGS Layout Cross,A.G.S. LAYOUT,OPPOSITE OF ANNAPOORNESHWARI TENT HOUSE",12.913543,77.540855
"VB BAKERY,MARUTHI NAGARA,IN FRONT OF U.B.B. BAKERY",12.919405,77.542185
"Srinivasa Kalyana Mantapa,ITTAMADU,OPPOSITE OF DOUBLE COCONUT TREES",12.926232,77.544517
"Banashankari 3rd Stage 3rd Phase,BANASHANKARI 3RD STAGE,IN FRONT OF LITTLE MILLENIUM NURSERY SCHOOL",12.925009,77.550843
"Minaz Nagara,MINAZ NAGARA,BESIDE MANJUNATHA BAKERY & MINHAJ MEDICALS",12.912116,77.561912
"Chowdeshwari Bus Stand JP Park,MATHIKERE, CHOUDESHWARI BUS STOP,IN FRONT OF LOK ANAND APARTMENTS",13.033177,77.554172
Mathikere,13.034203,77.557762
"Mathikere Post Office,MATHIKERE,IN FRONT OF SAI KRUPA HOSPITAL",13.029404,77.559359
"Kamala Neharu Extension,YESHAWANTHAPURA,IN FRONT OF NEW STAR BEDDING HOUSE",13.025614,77.557673
"Yeshwanthpura Market,YESHAWANTHAPURA,IN FRONT OF STATE BANK OF INDIA",13.020383,77.555836
Yashwanthpura Circle,13.01879,77.55781
Fayazabad,12.90354,77.56807
"Jayanagara Bus Stand,JAYANAGARA 4TH BLOCK,BESIDE KCC BUILDING",12.92985,77.586139
Jayanagara Church,12.92716,77.58969
"Jayanagara General Hospital,JAYANAGARA 4TH T BLOCK,BESIDE UDUPI UPAHAR",12.927108,77.592977
"Carmel Convent Jayanagara,JAYANAGARA 4TH T BLOCK,BESIDE CARMEL CONVENT",12.926338,77.597207
"Pump House Jayanagar East End,JAYANAGARA 9TH BLOCK,BESIDE SURABHI ARTS",12.921992,77.597079
"Jayadeva Hospital,JAYANAGARA 9TH BLOCK,HEALTHY INTERNATIONAL HOMEOPATHY",12.916858,77.597469
MICO Layout,12.914136,77.600111
"Jalahalli Cross,JALAHALLI WEST,IN FRONT OF MUTHOOT FINANCE",13.040995,77.518917
"Byrasandra,JAYANAGARA 1ST BLOCK,BESIDE AKKANDESHWARA SWAMY TEMPLE",12.932848,77.589415
"Rani Saraladevi School,JAYANAGARA 1ST BLOCK,BESIDE SATYASAI TOURS & TRAVELS",12.937432,77.584945
"Ashoka Pillar,JAYANAGARA 1ST BLOCK,OPPOSITE OF GOVT.CENTRAL PHARMACY",12.943562,77.584839
"Chandapura,ANEKAL TALUKU,BESIDE SWAMI VIVEKANANDA RURAL EDUCATION ,SOCIAL ASSOCIATION",12.802057,77.704733
"Hennagra Gate,BOMMASANDRA,OPPOSITE OF UNION BANK ATM,GOWDRA COMPLEX",12.807121,77.698707
"BTL College,BOMMASANDRA,OPPOSITE OF NARAYANA HRUDALAYA HOSPITAL",12.810815,77.695721
"Bommasandra,BOMMASANDRA,IN FRONT OF D-MAST MALL",12.81833,77.689856
"Hebbagodi,HEBBAGODI,OPPOSITE OF SHRI PRASANNA ANJANEYA SWAMI TEMPLE",12.827158,77.682489
"Huskur Gate,ELECTRONIC CITY POST,BESIDE ESTATE GARDEN",12.837272,77.678983
"Veerasandra Gate,ELECTRONIC CITY POST,IN FRONT OF SHANKAR INFRASTRUCTURE MATERIAL LIMITED",12.83972,77.677338
"Electronic City,ELECTRONIC CITY POST,OPPOSITE OF N.T.T.F. FOUNDATION",12.848213,77.670766
"Konnappana Agrahara,ELECTRONIC CITY POST,IN FRONT OF AXIS BANK",12.854118,77.666118
PESCollege,12.858726,77.662413
Hosa Road,12.870699,77.652928
Singasandra,12.878733,77.646572
Kudlu Gate,12.889887,77.639684
Garvebhavi Palya,12.89628,77.635748
Bommanahalli,12.905348,77.630184
Roopena Agrahar,12.911898,77.626123
Madiwala Police Station,12.920047,77.620718
"Mosque,MADIWALA,IN FRONT OF KHYKHA COURT",12.92582,77.61726
StJohns Hospital,12.928708,77.615359
"Jn of Hosur Road,KORAMANGALA,IN FRONT OF STAPLES STATIONARYS EAST LAND CITYDEL",12.931962,77.613161
"Muneshwara Temple,SADGUNTE PALYA,OPPOSITE OF CHOUSIA ITI POLYTECHNIC COLLEGE",12.936047,77.607119
"Nimhans Hospital,IN FRONT OF KIDWAI HOSPITAL",12.938511,77.598245
"Lakkasandra,LAKKASANDRA,IN FRONT VIGNANA HOSPITAL",12.944316,77.596962
"Wilson Garden 10th Cross,WILSON GARDEN,BESIDE KARNATAKA HANDBALL ASSOCIATION",12.946623,77.596041
"Wilson Garden Police Station,WILSON GARDEN,OPPOSITE OF SYNDICATE BANK",12.950656,77.595811
Nayanappa Shettipalya,12.908627,77.603704
"BTM Layout South,MADHESHWARA NAGARA,BESIDE BUS STOP",12.907728,77.611032
BTM Layout 7th Main,12.913952,77.609999
"Rajarajeshwari Temple,RAJESHWARI NAGARA,OPPOSITE OF RAJA RAJESHWARI TEMPLE",12.926807,77.51102
Balajinagara,12.928055,77.604467
Ashrama Bismilla Nagara Bannerghatta Road,12.926299,77.600536
"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",12.905723,77.585666
"Thyagaraja Nagara,THYAGARAJA NAGARA 2ND BLOCK,BESIDE IYANGAR BAKERY",12.932442,77.56782
"M M Industries,BANASHANKARI, 2ND STAGE,IN FRONT OF KODAK EXPRESS STUDIO",12.929014,77.573521
"Tata Silk Farm,BASAVANAGUDI,IN FRONT OF GARADI APARTMENT",12.935623,77.573737
Dattatreya Temple,12.93441,77.56585
"NRColony,N.R.COLONY,BESIDE BBMP OFFICE, OPPOSITE AMBHA BHAVANI TEMPLE",12.937962,77.56897
Dommasandra ,12.879466,77.753876
"Chandapura Cross,DOMMASANDRA,IN FRONT OF HOTEL SHRI LAKSHMI & N.R STORE",12.887087,77.738416
"Chokkanahalli Gate,Chokkanahalli ,ABR Cricket Ground",12.873079,77.734019
"Head Start School Gate,Kommasandra,Temple",12.861552,77.732685
"Kaggalipura Gate,Kaggalipura,Junction Near Jcc Park",12.843226,77.727921
"Chikka Thimmasandra Gate,CHikka Thimmasandra,IOCL Gas Station",12.852662,77.730199
"Muttanallur Cross,MUTHANALLURU,IN FRONT OF R.R.WINES",12.842872,77.727538
"Narayana Ghatta,ANEKAL TALUK,IN FRONT OF ASHWATHA KATTE",12.837692,77.724579
"Ramasagara,ANEKAL TALUK,OPPOSITE OF SRI BASAVESHWARA TEMPLE",12.820754,77.718802
"Heelalige,Heelalige,Hanuman Temple",12.817503,77.709151
"Chandapura,ANEKAL TALUK,IN FRONT OF PANCHAYAT COMPLEX & S.K.MEDICAL & GENERAL STORE",12.802835,77.704638
"Igglur,CHANDAPURA POST & ANEKAL TALUK,BEHIND SRI VENUGOPAL SWAMY TEMPLE",12.786545,77.703324
"Ramakrishnapur gate ,ANEKAL TALUK,OPPOSITE OF SRI PRASANNA VENKATESHWARA SWAMY TEMPLE ARCH",12.778852,77.702166
"Marsoor gate ,ANEKAL TALUK,OPPOSITE OF BHARAT PETROL BUNK, CG CABLES & WIRES INDIA PRIVATE LIMITED",12.76942,77.701505
"Begadadevanahalli,ANEKAL TALUK,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL",12.752205,77.706729
"Avadadenahalli,Avadadenahalli,Tree",12.746658,77.707681
"Karpoora Gate,Karpoora,Tea Shop",12.73567,77.708137
"Chikka Hagade Gate,Chikka Hagade,Tree",12.731442,77.706549
"Kavala Hosahalli,Anekal,Temple",12.724703,77.704064
"Anjaneya Temple,Anekal,Temple",12.71014,77.697688
"Devarakondappa Circle,Anekal,Circle Pillo",12.709206,77.6983
"Indlawadi Cross,Opp to open area",12.732044,77.670709
"Sidihosakote,ANEKAL TALUK,OPPOSITE OF GOVERNMENT SENIOR PRIMARY SCHOOL",12.729979,77.687595
"Doddahagade,ANEKAL TALUK,IN FRONT OF AGRICULTURE SERVICE CO-OPERATIVE SOCIETY",12.746812,77.689785
"Begadadevanahalli,ANEKAL TALUK,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.752126,77.706547
"Marsoor gate ,ANEKAL TALUK,IN FRONT OF BHARAT PETROL BUNK, CG CABLES & WIRES INDIA PRIVATE LIMITED",12.769994,77.701323
"Ramakrishnapur gate ,ANEKAL TALUK,IN FRONT OF SRI VENKATESHWARA SWAMY TEMPLE ARCH",12.779066,77.702055
"Hosakerahalli village,HOSAKEREHALLI,IN FRONT OF S.L.N.TYPING COMPUTER EDUCATION CENTER",12.930135,77.539691
"Handenahalli,Bidarguppe,Near Thyavakanahalli",12.824988,77.76605
"Solusapura,SARJAPURA, HOBLI,BESIDE GOVT. PRIMARY SCHOOL",12.83025,77.756628
"Sammenahalli,SARJAPURA, HOBLI,IN FRONT OF MILK PRODUCT CO.OPERATIVE SOCIETY",12.832601,77.747684
"Muneshwara nagara Kerekodi,HOSKEREHALLI,IN FRONT OF SRI SAI RAMA CONDIMENTS",12.929437,77.535032
Muneshwara Temple,12.93043,77.53386
"D Souza Nagara,HOSKEREHALLI,IN FRONT OF R.K.S.STEELS & CEMENTS",12.931905,77.532853
Veerabhadranagar,12.93805,77.53366
PES College,12.93505,77.53694
"Hosakerehalli Junction,BANASHANKARI 3RD STAGE DWARAKA NAGARA,OPPOSITE OF R.K.COLOUR LAB",12.933627,77.539478
"Hosakerahalli Cross,BANASHANKARI 3RD STAGE,IN FRONT OF BWSSB",12.932996,77.545422
"Krishnappa Layout,KRISHNAPPA LAYOUT,IN FRONT OF IYENGARS BAKERY & DURGA PARAMESHWARI CONDIMENTS",12.923005,77.529594
"Muneshwara nagara Kerekodi,HOSAKERE HALLI KEREKODI,IN FRONT OF RAMANJANEYA TEMPLE",12.929463,77.534675
"APMC Fruit Market,Huskuru,Near Sigena Agrahara",12.84296,77.687424
"Sampige,ELECTRONIC CITY POST,IN FRONT OF AMBIKA DEPARTMENT STORE",12.834501,77.697243
"Singhena agrahara,ANEKAL TALUK,OPPOSITE OF MILK DAIRY",12.837665,77.71617
"Kempegowda Swimming Pool,BHAVANI NAGARA,IN FRONT OF KEMPEGOWDA SWIMMING POOL",12.94836,77.559124
"Gavigangadeshwara Temple,KEMPEGOWDA NAGARA,IN FRONT OF VASAVI MENS WEAR",12.949156,77.562726
"Kohinoor Ground,GAVIPURAM EXTENTION,IN FRONT OF D.NAGANNA PLAY GROUND",12.947295,77.566382
Sarjapura Bus Stand,12.861405,77.78546
"Sarjapura Police Station,Sarjapura,Police Station",12.860755,77.783635
Garments,12.844605,77.783142
boorugunte,12.842235,77.783788
"Billapura,SARJAPURA, HOBLI,IN FRONT OF GOVT. PRIMARY SCHOOL",12.837454,77.785077
Exide Factory,12.835134,77.785362
"Tyavakanahalli,SARJAPURA HOBLI,OPPOSITE OF S.V.S. PROVISION STORE",12.827821,77.786302
"Modhalli,SARJAPURA HOBLI,IN FRONT OF MILK PRODUCT CO-OPERATIVE SOCIETY",12.823533,77.786121
Silk Form,12.81579,77.785346
Bidaraguppa,12.806021,77.783606
"Indlubele,ATTIBELE HOBLI,IN FRONT OF GOVT. JUNIOR PRIMARY SCHOOL",12.791049,77.776323
"Jigala cross,ATTIBELE,IN FRONT OF MAYURA BAKERY & SWEETS",12.781964,77.77194
Attibele,12.778562,77.770136
