BusStationName,Latitude,Longitude
"BK Circle,J.P.NAGARA 8TH PHASE,OPPOSITE OF UNIVERSAL GRANITES",12.870831,77.583283
"Surabhi,J.P.NAGARA 8TH PHASE, SURABHI NAGARA,OPPOSITE OF VINAYAKA TIMBERS",12.867831,77.581918
"Jambusavari dinne,J.P.NAGARA 8TH PHASE,IN FRONT OF GOVERNMENT HIGHER PRIMARY SCHOOL",12.865745,77.581234
Sompura,12.877657,77.496599
"GATTIGERE PALYA,GATTIGERE PALYA,OPPOSITE OF VINAYAKA ENTERPRISES",12.881696,77.501347
Chikkegowdana Palya,12.878642,77.514936
"Ganigara Palya,GANIGARA PALYA,OPPOSITE OF PAYAL MEDICALS",12.876084,77.533202
Manjunatha Kalyana Mantapa,12.87495,77.53718
"Biana Palya,BAYANA PALYA,IN FRONT OF R.C.J. MACHINERIES PVT.LTD",12.874192,77.540634
Raghuvanahalli Cross,12.881065,77.546222
Gubbalala Gate,12.884307,77.551518
Doddakallasandra,12.885601,77.555733
Konanakunte Cross Kanakapura Road,12.890707,77.564599
Metro konanakunte,12.894149,77.568306
Yelachenahalli,12.898119,77.5718
Jaraganahalli Cross,12.900549,77.573015
Sarakki,12.909462,77.572855
"Kambipura,KAMBIPURA,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.871961,77.461805
"Jandemara,KAMBIPURA,OPPOSITE MEERSAB PROVISION STORE",12.874622,77.461247
"Madarasa school,KAMBIPURA,IN FRONT OF MADARASA SCHOOL",12.880565,77.459336
"St Bentic school,ANCHEPALYA,OPPOSITE OF ST.BENEDICTS ENGLISH SCHOOL",12.887116,77.458748
"Anche Palya,ANCHEPALYA,Mysore Road",12.892401,77.457446
"Rajarajeshwari Medical College,ANCHEPALYA MYSORE ROAD,IN FRONT OF RAJA RAJESWARI MEDICAL COLLEGE AND HOSPITAL",12.896474,77.460783
"Basavanagara,MYSORE ROAD CHECK POST(BASAVESHWARA NAGARA),OPPOSITE OF VISHWA VOKKALIGARA MAHA SAMSTHANA MUTT",12.900966,77.467035
"Nice Road Junction Kengeri,KENGERI,OPPOSITE OF BMTC DEPOT NO 12",12.904775,77.470655
"BMTC Depot-12 Gate Kengeri,KENGERI,OPPOSITE OF IMAC INDIA BODY BUILD LTD",12.907137,77.474218
"Doddabele,DODDABELE,BESIDE GOVT MIDDLE SCHOOL AND ANJANEYA TEMPLE",12.888792,77.477472
"Kengeri RWB Gate,KENGERI,IN FRONT OF KSRTC REGIONAL WORK SHOP, KENGERI",12.9043,77.475699
"Kengeri Bandemata Badavane,Kengeri Satelite Town,Radient Enclave",12.912867,77.473437
"Beedi Karmikara Colony,Kengeri Satelite Town,CDD Society",12.91916,77.472305
"Beedi Karmikara Colony Gate,BEEDI COLONY,BESIDE OPEN AREA",12.922343,77.474879
"Robin Talkies,KENGERI UPANAGARA,OPPOSITE OF NEW PRIYANKA BAKERY",12.916,77.479919
"Jn of Kommaghatta Road,KENGERI UPANAGARA,OPPOSITE OF ASHIRWAD DENTAL CLINIC",12.914757,77.48124
Ramasandra,12.9455,77.46799
"Doddabasthi,Open Area",12.942197,77.479221
"Chikkanahalli,Petty shop",12.941391,77.479184
"New Bhyrahalli cross,BEEDI COLONY,TAVAREKERE,Magadi Road",12.923643,77.472954
"Hunisemarada Palya,BESIDE OPEN AREA",12.913501,77.450467
"New Byrohalli,HOSA BYROHALLI,OPPOSITE OF GANGAMMA TEMPLE",12.919431,77.455937
Satellite Club,12.92376,77.47254
"Bettana Palya,BETTANAPALYA,IN FRONT OF AYYAPPA & SHANIMAHATHMA TEMPLE",12.911992,77.443122
"Hosa Palya,HOSAPALYA,OPPOSITE OF SAI RAM ENTERPRISES",12.910658,77.450122
"Shiridi Sai Temple,BESIDE OPEN AREA",12.913733,77.450504
"Archakara Badavane,OLD BYROHALLI,IN FRONT OF LAKSHMINARASIMHA TEMPLE",12.918838,77.452542
Tavarekere Magadi Road,12.965983,77.400269
Manjunath Nagara,12.96434,77.40377
"Dodda Aladamara Cross,TAVAREKERE,BESIDE OPEN AREA",12.963882,77.407273
"Puttaiahna Palya,IN FRONT OF MILK DAIRY",12.956591,77.410748
"Halubhavi Palya,GULAGANJANAHALLI,OPPOSITE OF GOVT. SCHOOL",12.942124,77.415857
"Dasegowdana Palya,OPPOSITE OF MARAMMA TEMPLE",12.936882,77.418948
"Krishna Sagar Hosakerahalli,KRISHNA SAGARA,OPPOSITE OF RAJALAKSHMI WINES",12.938487,77.426432
"Hosakere,SULIKERE,IN FRONT OF SHANI MAHATHAMA TEMPLE",12.934704,77.431843
"Sulikere,YELACHAGUPPE,BESIDE OPEN AREA",12.934813,77.446654
"Byrohalli Cross,SULIKERE,BESIDE OPEN AREA",12.934404,77.448209
"Banglow Sulikere Mysore Road,SULIKERE,IN FRONT OF ASHWATHA KATTE",12.933106,77.454242
"Ramasandra Cross,KOMMAGATTA,BESIDE OPEN AREA",12.932686,77.461574
"Kommagatta,KOMMAGATTA,IN FRONT OF LAKE",12.930078,77.465094
"Nagadevanahalli RR Temple,NAGADEVANAHALLI,BESIDE SRI KRUPA EDUCATION CENTER & SS TILES SANITARY WARE",12.935461,77.49235
Shirke KHB Quarters,12.932039,77.487822
"Hoysala Circle Kengeri Satellite Town,KENGERI UPANAGARA",12.924239,77.485132
Kengeri Satalite Town Society,12.923696,77.484934
Jnana bharthi layout,12.931291,77.489834
"Sulikere,SULIKERE,IN FRONT OF GOVERNMENT SCHOOL",12.938584,77.448036
Dhananayakanahalli,12.942964,77.476662
Maruthi Nagara,12.937549,77.478891
"Chikkabasthi,Open Area",12.94216,77.47979
"Sonnenahalli,Open Area",12.942144,77.481018
"Sonnenahalli Bridge,Open Area",12.942108,77.483357
"Bhuvaneshwari Nagara,Open Area",12.942531,77.486817
Kenchapura Cross,12.94159,77.49314
"Mariyappana Palya,MARIYAPPANA PALYA,BESIDE DODDAMMA TEMPLE",12.945286,77.495368
"PVP Shool,JNANAGANGA NAGARA,OPPOSITE OF P.V.P.SCHOOL",12.948321,77.496952
"University Quarters,BANGALORE UNIVERSITY,OPPOSITE OF UNIVERSITY QUARTERS, NEAR GANESH TEMPLE",12.951697,77.50037
Upkar Residency Layout,12.959032,77.487654
"Mallathahalli,MALLATHAHALLI,BESIDE BHAGAVAN BUDDA HOMEOPATHIC MEDICAL COLLEGE",12.958214,77.503323
"Nrupatunga Nagar,N.G.E.F.LAYOUT,OPPOSITE OF TWINKLERS VIDYANIKETHAN",12.958192,77.509922
"Nagarabhavi Village,NAGARABHAVI VILLAGE,OPPOSITE OF BAKE LAND BAKERY",12.957021,77.515872
"BGS Health City,B.G.S. HOSPITAL,IN FRONT OF B.G.S.GLOBAL HOSPITAL",12.902614,77.498022
"Indo American Hybrid Form,OMKAR LAYOUT,OPPOSITE OF CHINMAYI COMPLEX",12.90474,77.504775
"Srinivasapura gate,SRINIVASAPURA,IN FRONT OF SATISH BIKE CENTRE GARAGE",12.904311,77.512357
"Glass House,SRINIVASAPURA,BESIDE SATHYA SAI TENT HOUSE",12.906809,77.512196
"Bangalore Children Hospital,KANDASWAMY LAYOUT, RAJESHWARI NAGARA,OPPOSITE OF SRI VINAYAKA ENTERPRISES",12.909775,77.513375
"Double Road,SHANKARAPPA LAYOUT,BESIDE OPEN AREA",12.915939,77.51337
"Pattanagere,PATTANAGERE,OPPOSITE OF L.G.GODOWN",12.919456,77.511588
"Bakery Pattanagere,HALAGE VADERAHALLI,IN FRONT OF GURU HARDWARE STORES",12.92002,77.513868
"Halage Vaderahalli,HALAGE VADERAHALLI,OPPOSITE OF ADI SHAKTHI MARAMMA TEMPLE",12.9225,77.514362
"Srinivasapura Colony,SRINIVASAPURA,IN FRONT OF NANDHINI MILK PARLOUR",12.903822,77.508485
"BEML Layout 5th Stage,B.E.M.L. 5TH STAGE,BESIDE B.M.T.C. MAIN BUS STAND",12.906692,77.521602
"BHEL Layout ,PATTANAGERE, B.H.E.L. LAYOUT,OPPOSITE OF NANJUNDESHWARA ELECTRICALS",12.917183,77.511297
BEML Layout Cross,12.915577,77.513734
"BGS Hospital,NEAR ABHIMAN STUDIO,BESIDE B.G.S.ARCH",12.906913,77.499374
"BHEL Concrode Layout,CONCORDE LAYOUT,BESIDE JEEVAN ENTERPRISES",12.908212,77.50941
"Krishna Garden BHEL Layout,KRISHNA GARDEN,BESIDE SRI KRISHNA GARDEN PARK",12.913059,77.506775
"BHEL Layout Cross,B.H.E.L. LAYOUT,BESIDE OM SHAKTHI CANTEEN",12.915794,77.510799
"Pattanagere,PATTANAGERE,BESIDE IYENGAR BAKERY",12.919883,77.511922
"Kariyana Palya,KARIYANAPALYA,BESIDE MARIYAMMA TEMPLE",12.891806,77.52125
"Ganakkal,GANAKALLU,BESIDE OPEN AREA",12.897952,77.512146
"Bangarappa Nagara,BANGARAPPA NAGARA,IN FRONT OF GLOBAL ACADEMY TECHNOLOGY",12.924843,77.526602
"Devadiga Soudha,RAJESHWARI NAGARA IDEAL HOMES TOWNSHIP,IN FRONT OF MONISH CORNER HOTEL",12.926972,77.520079
"Javaregowdanagara Cross,RAJA RAJESHWARI NAGARA,IN FRONT OF JNANAKSHI COMPLEX, MATHURA SHREE TRUSTS & TRAVELLS",12.929864,77.52078
"BHEL Layout Maramma Temple,PATTANAGERE VILLAGE,IN FRONT OF MARAMMA TEMPLE",12.921874,77.508826
"Billa Kempanahalli,BILLA KEMPANAHALLI,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.810243,77.406589
"Kadumane Hotel,KADUMANE,OPPOSITE OF SAROVARA BAR & RESTAURANT",12.815621,77.40735
"Lakshmisagar Gate,LAKSHMISAGARA,BEHIND BIG COMPOUND",12.822853,77.410682
"Veeranjaneya Temple,HANUMANTHA NAGARA,NEAR KOTHI ANJANEYA TEMPLE",12.829629,77.412201
"Manchanayakanahalli,MANCHANAYAKANAHALLI,IN FRONT OF ANANYA LUNCH HOME",12.834534,77.414444
"Sheshagiri Halli Mysore Road,SHESHAGIRIHALLI,IN FRONT OF MUTHURAYA SWAMY TEMPLE",12.843796,77.421298
"Hejjala Cross,HEJJALA,OPPOSITE OF SONA VALLIAPPA PUBLIC SCHOOL",12.855491,77.426816
"Kanaminaki Colony,KANIMINIKE,IN FRONT OF MANOJ PROVISION STORE",12.858213,77.429006
"Kanminike,KANIMINIKE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.863189,77.433622
Swaminarayana Gurukul,12.86666,77.43666
"Pepsi Gate,KUMBALAGUDU,OPPOSITE OF PEPSI SOFT DRINKS FACTORY",12.872544,77.439527
"Kumbalagodu,KUMBALAGUDU,IN FRONT OF GOVERNMENT SCHOOL",12.87943,77.445971
"Ramohalli Cross,KUMBALAGUDU,IN FRONT OF RAJARAJESHWARI COLLEGE OF ENGINEERING",12.886214,77.450382
"Thimmappana Palya,IN FRONT OF BYTARAYA TEMPLE",12.841659,77.392299
"Jadenahalli,BESIDE RESIDENTIAL AREA",12.839588,77.396321
Hakki Pikki Colony Cross,12.83934,77.39902
"Wonderla Park,OPPOSITE OF WONDERLA GATE",12.8383,77.402699
"School,OPPOSITE OF J.U.INDUSTRIAL TRAINING INSTITUTE",12.83655,77.410706
"Vajara Halli,VAJARAHALLI,OPPOSITE OF ANJANEYA SWAMY TEMPLE",12.823229,77.391315
"Channegowdana Doddi,CHANNE GOWDANA DODDI,BESIDE GOVERNMENT PRIMARY SCHOOL",12.806805,77.428742
"Talaguppe,THALAKUPPE,NEAR PARVATHI TEMPLE",12.811634,77.433335
"Hampapura,HAMPAPURA,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.83064,77.428856
"Shanumangala,SHYANUMANGALA,IN FRONT OF ANGANAVADI",12.794906,77.431464
"Gollarapalya,GOLLARAPALYA,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL",12.801515,77.425107
Hakki Pikki Colony,12.84457,77.39997
"Kempaiahanapalya,KEMPAIAHANA PALYA,BESIDE GOVT.HIGHER PRIMARY SCHOOL",12.720291,77.429375
"Karenahalli,IN FRONT OF ANJANEYA TEMPLE",12.818139,77.365744
"Avaragere Cross,BIDADI,IN FRONT OF S.L.N.PUBLIC SCHOOL",12.80156,77.384209
Bidadi,12.796705,77.385581
"Parasanapalya,IN FRONT OF ASHWATHA KATTE",12.799201,77.437479
"Bychohalli,OPPOSITE OF SRI RAMA TEMPLE",12.806344,77.43813
"Thippuru,OPPOSITE OF PRIMARY SCHOOL",12.815297,77.441223
"Lingapura,NEAR ANGANAVADI KENDRA",12.821587,77.444132
"Seegehalli Cross,BESIDE OPEN AREA(HUNASEMARA)",12.825491,77.449298
"Gonipura,GONIPURA,BESIDE GOVERNMENT SCHOOL",12.832532,77.451038
"Gollahalli,K.GOLLAHALLI,NEAR MANDALA PANCHAYAT OFFICE",12.843144,77.451412
"Eradu kamba Gonipura,K.GOLLAHALLI,BESIDE OPEN AREA",12.849124,77.451267
"Nalku kamba,GUDIMAVU VILLAGE,BESIDE SRI LAKSHMI PROVISION STORE",12.855737,77.452691
"Devagere Cross,DEVAGERE CROSS,IN FRONT OF THARUN IYENGAR BAKERY",12.864307,77.456947
"Thagachuguppe,TAGACHAGUPPE,OPPOSITE OF SRI MANJUNATH STORES",12.86677,77.455019
"Anchipura Colony,ANCHIPURA COLONY,IN FRONT OF GOVERNMENT MIDDLE SCHOOL",12.767349,77.438936
"Anchipura,ANCHIPURA,IN FRONT OF MILK DAIRY",12.770258,77.431927
"Jogana Palya,JOGANAPALYA,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL",12.781133,77.439205
"Anchipura Cross,CHIKKA KUNTANAHALLI,NEAR ASHWATHA KATTE",12.790083,77.441128
"Shanumangala Cross,IN FRONT OF VEERANJANEYA TEMPLE",12.792116,77.438607
"Byramangala,BYRAMANGALA,BESIDE SRI VENKATESWARA BAKERY AND SWEETS",12.74881,77.42419
"Kenchanaguppe,KENCHANAKUPPE,IN FRONT OF SAMUDAYA BHAVANA",12.795486,77.375215
"Bidadi,BIDADI,IN FRONT OF KARNATAKA BANK A.T.M",12.793901,77.381266
"Thoredoddi,THORE DODDI,IN FRONT OF GOVT. HOSPITAL",12.757421,77.397463
"Ittamadu,ITTAMADU,OPPOSITE OF MILK DAIRY",12.75665,77.404687
"Bananduru,BANANDURU,IN FRONT OF HUCHAMMA TEMPLE",12.776844,77.397885
"M Gopahalli,M.GOPALHALLI,IN FRONT OF MILK DAIRY",12.728535,77.402654
"Ramanahalli,RAMANAHALLI,OPPOSITE OF RESIDENTIAL AREA",12.741243,77.401598
"Annahalli,ANNAHALLI,IN FRONT OF GOVT. HIGH SCHOOL & COLLEGE",12.699575,77.384465
"Dombaradoddi,DOMBARA DODDI,OPPOSITE OF PREM MEDICALS",12.70191,77.393167
"Kadasikoppa,KADASIKOPPA,IN FRONT OF ASHWATHA KATTE",12.693073,77.406595
"Kolliganahalli,KOLIGANAHALLI,IN FRONT OF ANJANEYA SWAMY TEMPLE",12.71186,77.406901
"Manchegowdana palya,MANCHEGOWDANA PALYA,IN FRONT OF MARAMMA TEMPLE",12.724401,77.380836
"Seebakatte,MANCHEGOWDANA PALYA,OPPOSITE OF BASAVESHWARA TEMPLE",12.728876,77.381627
"Chikka Arasanahalli,CHIKKA ARASANAHALLI,IN FRONT OF ANGANAVADI & RAMA TEMPLE",12.733778,77.381118
"Uragahalli Bidadi,URAGAHALLI,OPPOSITE OF MARAMMA & ANJANEYA TEMPLE",12.743407,77.377213
"Heggada gere,HEGGADAGERE,IN FRONT OF HOTEL",12.76164,77.376515
"Beemanakuppe,BEEMANA KUPPE,IN FRONT OF CHENNIGARAYA SWAMY TEMPLE",12.903886,77.438532
"Bheemanakuppe Cross,BEEMANA KUPPE,BESIDE OPEN AREA",12.894715,77.436811
"Subbarayappana Palya Cross,GERUPALYA,OPPOSITE OF FAURECIA PRIVATE LIMITED",12.88923,77.437845
"Gerupalya,GERUPALYA,OPPOSITE OF LAKSHMAN PROVISION STORE",12.887743,77.444375
"Ramohalli Cross,KUMBALAGUDU,IN FRONT OF RAJARAJESHWARI DENTAL COLLEGE & HOSPITAL",12.887171,77.451136
"Uddandalli ,UDDANDAHALLI,OPPOSITE OF FLAG MAST",12.886016,77.383781
"Lakshmipura,LAKSHMIPURA,IN FRONT OF RESIDENTIAL AREA",12.892153,77.391926
"Rampura,RAMPURA,OPPOSITE OF WATER TANK",12.890302,77.398742
"Lakkayyanapalya,LAKKAYYANAPALYA,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.889462,77.402509
"koluru,KOLURU,IN FRONT OF BASAVANNA TEMPLE",12.891098,77.412946
"Kundalpura,OPPOSITE OF WATER TANK",12.895179,77.415344
"Chikkaluru Cross,CHIKKALLURU,IN FRONT OF FASHION TAILORS",12.891799,77.421831
"Huluvenahalli,OPPOSITE OF MILK DAIRY",12.919553,77.365493
"Huluvenahalli Cross,BESIDE OPEN AREA",12.919777,77.368652
"Chandrappa Circle,IN FRONT OF WATER OVER HEAD TANK",12.91049,77.369952
"Chandrappa Circle Aralimara,CHUNCHANA KUPPE,IN FRONT OF GOVT. SCHOOL",12.910213,77.373631
"Thavarekatte,CHUNCHANA KUPPE,BESIDE OPEN AREA",12.911489,77.382902
"Chunchanakuppe,CHUNCHANAKUPPE,IN FRONT OF RENUKA STORE",12.910398,77.386399
"Dodda Alada Mara,DODDA ALADAMARA ROAD,OPPOSITE OF DODDALADAMARA",12.910088,77.395374
"Kethohalli ,KETHOHALLI,IN FRONT OF GOVERNMENT FAIR PRICE DEPOT",12.907316,77.403591
"Ramohalli,RAMOHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.90735,77.418205
"Ashrama Ramohalli,RAMOHALLI,IN FRONT OF MYTHREYI GURUKULA ASHRAMA",12.906412,77.428748
"Vinayaka Nagara,RAMOHALLI,OPPOSITE OF GANESHA, ANJANEYA TEMPLE",12.9029,77.430253
"MGM School,RAMOHALLI,IN FRONT OF SHRINIDHI LODGE",12.897524,77.432765
"Chikkanahalli,IN FRONT OF PANCHAYATH OFFICE",12.881337,77.35523
"Pachepalya Cross,BESIDE OPEN AREA",12.885433,77.358305
"Gollahalli,OPPOSITE OF GOVT. SCHOOL",12.893857,77.361567
"Suliwara Cross,IN FRONT OF I.S.R.O. CENTER",12.902231,77.367351
"Malligondanahalli,MALIGONDANAHALLI,IN FRONT OF ANJANEYA SWAMY TEMPLE",12.916097,77.415421
"Basammanahalli,BASAMMANAHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.875167,77.353
"Chikkanahalli,IN FRONT OF MARAMMA TEMPLE",12.881407,77.355117
"Alammana Palya,BESIDE OPEN AREA",12.936388,77.364964
"Madapatna,BESIDE OPEN AREA",12.936616,77.372934
"Bande Inorapalya,BESIDE OPEN AREA",12.92482,77.36932
"Hunnigere,OPPOSITE OF RESIDENCE",12.922943,77.368776
"Doddamaranahalli,IN FRONT OF ANJANEYA SWAMI TEMPLE",12.930484,77.38286
"Muddana Palya,OPPOSITE OF REVANA SIDDESHWARA PROVISION STORE",12.919178,77.382185
"Byalalu Janatha Colony,BYALALU,OPPOSITE OF GOVERNMENT MIDDLE SCHOOL",12.894108,77.377919
"Byalalu,BYALALU,BESIDE OPEN AREA",12.887239,77.376607
"Chandrappa Circle,IN FRONT OF RAJA RAJESHWARI PROVISION STORES",12.910277,77.369544
"Byalalu,BYALALU,OPPOSITE OF ANJANEYA TEMPLE",12.891808,77.376254
"CK Thandya,C.K.THANDYA,IN FRONT OF WATER TANK",12.873897,77.399495
"CK Thandya Cross,C.K.THANDYA,BESIDE OPEN AREA",12.876156,77.40114
"Gopalnagara,GOPALANAGARA,IN FRONT OF RESIDENTIAL AREA",12.876968,77.416559
"Sheshagiri Halli Mysore Road,SHESHAGIRI PURA,OPPOSITE OF WATER TANK",12.880877,77.418001
"Hagalahalli,HAGALAHALLI,IN FRONT OF HANUMANTHARAYA SWAMY TEMPLE",12.84899,77.330285
"Lingegowdana Doddi,OPPOSITE OF GOVERNMENT SCHOOL",12.854894,77.333499
"Lingegowdana Doddi cross,BESIDE OPEN AREA",12.856599,77.333706
"Manchanabele,MANCHANA BELE,OPPOSITE OF S.L.U.TRADERS",12.867082,77.334521
"Manchanabele Colony,MANCHANA BELE,OPPOSITE OF WATER TANK",12.871569,77.339852
"Shanthinagara,BESIDE OPEN AREA",12.877313,77.346336
"Gungarahalli,GUNGARAHALLI,IN FRONT OF MARAMMA TEMPLE",12.821401,77.287822
"LAKSHMIPURA,LAKSHMIPURA,OPPOSITE OF MALLESHWARA SWAMY TEMPLE",12.831226,77.295162
"Rampura,RAMPURA,IN FRONT OF ANGANAVADI KENDRA",12.841327,77.327579
"Avarehalli,AVERAHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.899274,77.336935
"Vahale Varadahalli,VARADAHALLI,IN FRONT OF WATER TANK",12.879618,77.340925
"Vahale Gate,BESIDE OPEN AREA",12.876903,77.342014
"MUKTHINAGA TEMPLE CROSS,RAMOHALLI,OPPOSITE OF ROSE NURSERY",12.907029,77.425988
"Sugganahalli,SUGGANAHALLI,OPPOSITE OF K.E.B.OFFICE, BESCOM",12.799538,77.318631
"Sugganahalli Circle,SUGGANAHALLI,IN FRONT OF R.G.DIGITAL STUDIO",12.801014,77.31459
"Bommachannahalli,BOMMACHANAHALLI,IN FRONT OF ANJANEYA TEMPLE",12.8035,77.314583
"Bommachanna Halli Temple,KATAMANA DODDI,OPPOSITE OF RESIDENTIAL AREA",12.815037,77.320176
"Katammana Doddi,KATAMANA DODDI,IN FRONT OF PUMP HOUSE",12.821053,77.322278
"Kaggalahalli,KAGGALAHALLI,IN FRONT OF MILK DAIRY",12.83034,77.324714
"Devara Siddiahana Doddi,DEVISIDDAIAHNA DODDI,OPPOSITE OF GANESHA TEMPLE",12.839244,77.327419
"Thirumalapura,THIRUMALAPURA,IN FRONT OF ANJANEYA TEMPLE",12.826746,77.31178
"Dodda Kuntanahalli,DODDA KUNTANAHALLI,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.812171,77.449772
"Seegehalli,SEEGEHALLI,NEAR MILK DAIRY",12.818091,77.452352
"Chikka Kuntanahalli,IN FRONT OF MILK DAIRY",12.793749,77.43834
"Gaviyana Palya,HOSAPALYA COLONY,IN FRONT OF GAVIYANAPALYA MILK DAIRY",12.840926,77.470011
"Gangasandra,GANGASANDRA,NEAR GOVERNMENT PRIMARY SCHOOL",12.846248,77.470587
"Devagere Colony,DEVAGERE,IN FRONT OF FLAG MAST",12.856758,77.46527
Kaggalipura,12.800676,77.508415
"Kaggalipura Colony,KAGLIPURA,IN FRONT OF DOOR NO C-63",12.80642,77.503139
"Dinnepalya,DINNE PALYA,BESIDE BYRAVESHWARA STORE",12.811176,77.492382
"Utthari,UTTARI,OPPOSITE OF DOOR NO 35",12.818134,77.492857
"Aladamara ,THIMMEGOWDAN PALYA,BESIDE OPEN AREA",12.824346,77.489935
"Banjara Palya,BANJARPALYA,IN FRONT OF DOOR NO 11",12.830404,77.485615
"Byrasandra,BYRASANDRA,IN FRONT OF DOOR NO 16",12.834886,77.485396
Agara,12.842914,77.486244
"Hosapallya,GANGASANDRA,IN FRONT OF LAKSHMI PROVISION STORE",12.842156,77.483875
"Byrohalli,OLD BYROHALLI,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.923587,77.449161
"Mayasandra,MAYASANDRA,OPPOSITE OF ARALIMARA",12.876754,77.377536
"Dodderi Grama,DODDERI VILLAGE,IN FRONT OF RESIDENTIAL AREA",12.866407,77.376656
"Dodderei Colony,IN FRONT OF GOVERNMENT SCHOOL & COLLEGE",12.86736,77.384261
"CK Thandya Cross,BESIDE OPEN AREA",12.865438,77.392275
"Karenahalli Cross,BESIDE OPEN AREA",12.862163,77.394991
"Muthurayana Pura,OPPOSITE OF MUTHURAYA SWAMY TEMPLE",12.859434,77.401303
"Hejjala,HEJJALA,IN FRONT OF CANARA BANK",12.856029,77.417003
"Avaragere,AVARAGERE,IN FRONT OF ANGANAVADI",12.820165,77.380791
"Vajarahalli Cross,AVARAGERE,BESIDE OPEN AREA",12.825135,77.382105
"Bannikuppe,BANNIKUPPE,IN FRONT OF BASAVANNA TEMPLE",12.846967,77.383833
"Kurubara Karenahalli,BANNIKUPPE,IN FRONT OF HANUMANTHARAYA TEMPLE",12.854635,77.384001
"Bethimgere,BETHAMGERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.8569,77.364841
"MPalya,BETHAMGERE,BESIDE RESIDENTIAL AREA",12.861171,77.362358
"Mallata Halli,MALLATHAHALLI,BESIDE RESIDENTIAL AREA",12.867277,77.361531
"Ganakkal,OPPOSITE OF ANJANEYA TEMPLE",12.852228,77.35724
"Ankana Halli,OPPOSITE OF KIRAN PROVISION STORE",12.856575,77.357392
"Kempa Dyapanahalli,KENDAPPANAHALLI,BESIDE RESIDENTIAL AREA",12.866955,77.354284
"Bande,MALLATHAHALLI,OPPOSITE OF PADMAVATHI STORE",12.866822,77.359181
"Kakaramana Halli,OPPOSITE OF BASAVANNA TEMPLE",12.830129,77.363095
"Borehalli,IN FRONT OF WATER TANK",12.843641,77.358063
"Guddadahalli Dinne,IN FRONT OF RESIDENTIAL AREA",12.833618,77.344217
"Guddada Halli Dinne Cross,NEAR KERE",12.831899,77.360869
"Sulikere,SULIKERE,IN FRONT OF VISHWESHWARA SWAMI HIGH SCHOOL",12.938661,77.447872
"Bande Maramma Bus Station,NAGARABHAVI 2ND STAGE,BESIDE BMTC MAIN STAND",12.966831,77.516058
Malagala Park,12.96929,77.51471
"Bridge Nagarabavi,SHAKTHI GARDEN, KALYANA NAGARA,IN FRONT OF MAHALAKSHMI DENTAL CLINIC",12.969179,77.517931
"Kalyananagara,Moodalapalya,New Baldwin Public School",12.967769,77.523879
"Moodalapalya Circle,Moodalapalya Circle,IN FRONT OF VINAYAKA CLOTH STORE",12.970691,77.524868
"Priyadarshini Layout Mudlapalya,PRIYADARSHINI LAYOUT,IN FRONT OF AUJAN GLASS & PLYWOODS",12.971292,77.526713
"Saraswathi Nagara Vijayanagara Bank Colony,POOJAPPA LAYOUT,NEAR BY VISHVESHWARAYA CREDIT CO-OPERATIVE BANK",12.973864,77.530372
"Panchsheela Nagara,PANCHASHEELA NAGARA,BESIDE MANJUNATHA UPAHARA AND MOWNESHWARA WOOD & FURNITURES",12.9744,77.52083
"Srinivas Nagara,SRINIVASANAGARA,BESIDE MANNAPURAM GOLD LOAN, NAKSHATHRA BAR & RESTAURANT",12.976538,77.52354
"patteghar circle,PATTEGARAPALYA,IN FRONT OF S.H.K.KALYANA MANTAPA",12.976368,77.525978
"Prashanthanagar,PRASHANTHA NAGARA,OPPOSITE OF A.S.C.DEGREE COLLEGE",12.976251,77.531005
"Jayanagara 9th Block,LAST BUS STOP",12.91722,77.58934
ITI Layout,12.95116,77.52182
Nagarabhavi 1st Stage 3rd Block,12.952486,77.520324
"Ambedkar College Circle,80FEET OUTER RING ROAD,BESIDE AMBEDKAR COLLEGE",12.960445,77.504976
"NGEF Layout Nagarabhavi,NGEF LAYOUT,OPPOSITE OF TEJASWINI PHARMA",12.961151,77.509744
"Nagarabhavi 12th Block,NAGARABHAVI,OPPOSITE OF BHARATHIYA STATE BANK",12.960992,77.51222
"Nagarabhavi Circle,CHANDRA LAYOUT,BESIDE OPEN AREA, NEAR SRI BALAJI SENATE",12.959622,77.520375
Amma Ashrama,12.9461,77.48664
"Bangalore Children Hospital,KANDASWAMY LAYOUT, RAJESHWARI NAGARA,IN FRONT OF SRI VINAYAKA ENTERPRISES",12.90986,77.513547
"Machohalli,MACHOHALLI,IN FRONT OF ARALI KATTE",13.006075,77.452956
